N,종목명,현재가,전일비,등락률,액면가,PER,ROE,PBR,유보율
606.0,금호건설,5610.0,80.0,-1.41%,5000.0,10.09,3.54,0.38,205.2
607.0,디아이씨,5300.0,270.0,+5.37%,500.0,25.73,3.12,1.79,166.8
608.0,현대비앤지스틸,13640.0,120.0,+0.89%,5000.0,-18.43,5.1,0.41,590.0
609.0,AJ네트웍스,4385.0,40.0,+0.92%,1000.0,70.73,2.49,0.51,737.7
610.0,교촌에프앤비,8180.0,10.0,-0.12%,500.0,60.15,2.98,1.14,1348.9
611.0,KBSTAR 200TR,18290.0,25.0,-0.14%,0.0,,,,
612.0,S-Oil우,50700.0,300.0,-0.59%,2500.0,3.94,,0.7,
613.0,삼성전기우,70100.0,600.0,+0.86%,5000.0,7.01,,0.7,
614.0,사조산업,40650.0,0.0,0.00%,5000.0,3.22,14.51,0.39,1911.9
615.0,QV KIS CD금리투자 ETN,50675.0,0.0,0.00%,0.0,,,,
616.0,삼성제약,3015.0,10.0,-0.33%,500.0,-7.67,-21.83,2.03,169.2
617.0,삼성 레버리지 천연가스 선물 ETN C,20220.0,2940.0,-12.69%,0.0,,,,
618.0,태경비케이,7290.0,120.0,+1.67%,500.0,8.35,14.24,1.1,951.1
619.0,KBSTAR 단기종합채권(AA-이상)액티브,105005.0,30.0,+0.03%,0.0,,,,
620.0,우진,9810.0,220.0,+2.29%,500.0,17.18,6.38,1.23,1040.1
621.0,경농,10210.0,140.0,-1.35%,500.0,7.24,12.08,0.71,2126.2
622.0,흥국화재,3095.0,15.0,-0.48%,5000.0,1.03,20.91,0.14,121.0
623.0,선진,8350.0,40.0,+0.48%,500.0,65.23,5.64,0.47,3554.0
624.0,태경산업,6780.0,60.0,+0.89%,500.0,9.77,8.42,0.68,1626.2
625.0,KSS해운,8580.0,180.0,+2.14%,500.0,4.66,12.14,0.46,3027.4
626.0,화승인더,3580.0,5.0,-0.14%,500.0,-46.49,0.24,0.51,1022.1
627.0,동국홀딩스,12400.0,170.0,+1.39%,5000.0,27.25,14.21,0.35,334.4
628.0,이월드,1392.0,25.0,+1.83%,1000.0,30.93,2.32,0.8,31.4
629.0,ARIRANG 코스피TR,13725.0,45.0,-0.33%,0.0,,,,
630.0,그린케미칼,8120.0,150.0,+1.88%,500.0,-162.4,2.34,1.57,943.7
631.0,디앤디플랫폼리츠,3015.0,35.0,+1.17%,1000.0,25.77,2.4,0.62,385.0
632.0,SOL 200TR,12085.0,35.0,-0.29%,0.0,,,,
633.0,서연,8260.0,20.0,+0.24%,500.0,2.46,13.14,0.31,4537.4
634.0,예스코홀딩스,32300.0,50.0,+0.16%,5000.0,17.14,-2.05,0.28,1664.4
635.0,한독,14000.0,0.0,0.00%,500.0,32.18,2.8,0.52,5489.0
636.0,금호석유우,63700.0,300.0,+0.47%,5000.0,2.66,,0.31,
637.0,TIGER KRX BBIG K-뉴딜,6805.0,45.0,-0.66%,0.0,,,,
638.0,KODEX K-메타버스액티브,8500.0,50.0,+0.59%,0.0,,,,
639.0,이구산업,5700.0,440.0,+8.37%,500.0,65.52,4.58,1.51,491.3
640.0,KOSEF 인도Nifty50(합성),20160.0,55.0,+0.27%,0.0,,,,
641.0,테이팩스,40000.0,1400.0,-3.38%,500.0,12.18,13.56,1.29,3802.0
642.0,제일파마홀딩스,11850.0,170.0,-1.41%,500.0,-3.03,-19.9,0.53,3678.5
643.0,LG우,62600.0,500.0,-0.79%,5000.0,9.12,,0.38,
644.0,삼성출판사,18900.0,190.0,-1.00%,500.0,12.47,9.48,1.06,3046.2
645.0,경보제약,7900.0,30.0,-0.38%,500.0,-658.33,0.42,1.34,1127.4
646.0,KBSTAR IT플러스,18740.0,70.0,-0.37%,0.0,,,,
647.0,진양홀딩스,3320.0,5.0,+0.15%,500.0,-12.21,7.41,0.51,1137.7
648.0,신한서부티엔디리츠,3315.0,220.0,+7.11%,1000.0,19.62,2.02,0.71,376.9
649.0,한세예스24홀딩스,4600.0,105.0,+2.34%,500.0,22.44,4.8,0.43,2077.6
650.0,NI스틸,6410.0,200.0,+3.22%,500.0,3.43,29.57,0.91,1227.2
651.0,백산,7950.0,0.0,0.00%,500.0,4.45,27.95,0.99,1211.3
652.0,코람코더원리츠,4500.0,40.0,+0.90%,500.0,72.58,1.58,0.89,916.1
653.0,만호제강,43750.0,1250.0,+2.94%,1000.0,24.03,2.75,0.49,6069.5
654.0,HANARO MSCI Korea TR,14520.0,0.0,0.00%,0.0,,,,
655.0,벽산,2645.0,35.0,+1.34%,500.0,14.22,4.22,0.61,675.4
656.0,CJ제일제당 우,136500.0,1000.0,-0.73%,5000.0,5.54,,0.31,
657.0,경동인베스트,76600.0,600.0,+0.79%,5000.0,17.42,3.23,0.37,6128.1
658.0,우신시스템,9890.0,180.0,-1.79%,500.0,18.15,3.11,1.6,983.0
659.0,퍼스텍,3700.0,90.0,+2.49%,500.0,77.08,3.59,2.99,14.8
660.0,NH투자증권우,9490.0,50.0,+0.53%,5000.0,8.64,,0.46,
661.0,HLB글로벌,4220.0,30.0,+0.72%,500.0,-16.11,-13.45,2.66,295.8
662.0,대성산업,3940.0,40.0,-1.01%,5000.0,-13.87,-2.12,0.24,518.1
663.0,경인양행,4275.0,40.0,+0.94%,500.0,18.11,6.07,0.73,1085.7
664.0,삼영전자,8890.0,10.0,-0.11%,500.0,9.78,3.52,0.34,4873.0
665.0,금강공업,6060.0,100.0,+1.68%,1000.0,3.67,15.03,0.45,1169.0
666.0,KOSEF 단기자금,103570.0,20.0,+0.02%,0.0,,,,
667.0,현대리바트,8580.0,80.0,-0.92%,1000.0,-2.95,-10.95,0.4,2050.2
668.0,TIGER 여행레저,4015.0,10.0,+0.25%,0.0,,,,
669.0,태림포장,2485.0,35.0,+1.43%,500.0,10.85,5.25,0.5,882.6
670.0,DB금융투자,4100.0,0.0,0.00%,5000.0,25.62,-0.01,0.18,399.1
671.0,금호에이치티,886.0,2.0,+0.23%,500.0,-8.28,-6.78,0.5,239.3
672.0,진흥기업,1191.0,1.0,+0.08%,500.0,3.57,25.05,0.74,193.8
673.0,KODEX 장기종합채권(AA-이상)액티브KAP,87195.0,200.0,-0.23%,0.0,,,,
674.0,SNT에너지,23000.0,50.0,-0.22%,500.0,7.68,6.04,0.58,7108.2
675.0,TIGER 현대차그룹+펀더멘털,23580.0,300.0,+1.29%,0.0,,,,
676.0,제이에스코퍼레이션,12940.0,100.0,-0.77%,100.0,3.22,28.26,0.63,19595.8
677.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,28680.0,0.0,0.00%,0.0,,,,
678.0,ARIRANG 고배당주,11320.0,30.0,+0.27%,0.0,,,,
679.0,KODEX 골드선물(H),12310.0,10.0,-0.08%,0.0,,,,
680.0,삼화페인트,6290.0,90.0,-1.41%,500.0,34.56,1.89,0.5,2308.0
681.0,동아지질,12090.0,90.0,+0.75%,500.0,-7.91,-10.71,0.76,2974.5
682.0,ACE 23-12 회사채(AA-이상)액티브,104565.0,30.0,+0.03%,0.0,,,,
683.0,인지컨트롤스,10450.0,1360.0,+14.96%,500.0,11.42,7.27,0.77,2661.7
684.0,KODEX 미국나스닥100레버리지(합성 H),7085.0,35.0,-0.49%,0.0,,,,
685.0,해태제과식품,5640.0,130.0,+2.36%,500.0,-208.89,-0.91,0.59,1958.8
686.0,용평리조트,3400.0,105.0,+3.19%,5000.0,-20.48,-3.17,0.43,56.2
687.0,ACE 테슬라밸류체인액티브,12680.0,140.0,+1.12%,0.0,,,,
688.0,무학,5720.0,150.0,+2.69%,200.0,5.38,-2.7,0.3,8702.3
689.0,성안,2420.0,40.0,+1.68%,500.0,-1210.0,-9.33,5.46,-83.8
690.0,KODEX 2차전지핵심소재10 Fn,11770.0,245.0,-2.04%,0.0,,,,
691.0,대창,1782.0,89.0,-4.76%,500.0,-23.45,1.51,0.57,312.6
692.0,신세계푸드,41800.0,200.0,-0.48%,5000.0,-21.61,-1.87,0.56,1419.9
693.0,노루페인트,8080.0,80.0,+1.00%,500.0,12.87,3.31,0.47,3324.6
694.0,TIGER 글로벌4차산업혁신기술(합성 H),16005.0,85.0,-0.53%,0.0,,,,
695.0,태경케미컬,13820.0,190.0,+1.39%,500.0,16.67,6.16,1.02,1936.8
696.0,한국패러랠,2000.0,6.0,+0.30%,0.0,,,,
697.0,미래산업,31300.0,1550.0,+5.21%,500.0,38.98,9.02,1.55,4444.8
698.0,이지스밸류리츠,4325.0,100.0,-2.26%,1000.0,2.21,11.98,0.54,761.1
699.0,아남전자,2055.0,25.0,-1.20%,500.0,16.05,15.76,1.56,123.9
700.0,태영건설,4070.0,130.0,+3.30%,500.0,2.06,8.54,0.21,8836.5
701.0,디와이,6010.0,170.0,+2.91%,500.0,-67.53,-1.26,0.43,2534.0
702.0,미원화학,71900.0,1300.0,+1.84%,1000.0,9.02,12.87,1.09,5811.6
703.0,디와이파워,14240.0,350.0,+2.52%,500.0,6.87,7.66,0.63,4187.7
704.0,삼성 인버스 2X WTI원유 선물 ETN,105.0,0.0,0.00%,0.0,,,,
705.0,한국주철관,6890.0,10.0,-0.14%,500.0,13.35,3.53,0.44,2783.1
706.0,아모레G3우(전환),22150.0,650.0,-2.85%,500.0,33.36,,0.59,
707.0,와이투솔루션,856.0,1.0,+0.12%,500.0,-16.78,-2.6,1.76,10.2
708.0,TIGER Fn메타버스,8670.0,25.0,+0.29%,0.0,,,,
709.0,유니온머티리얼,3725.0,20.0,+0.54%,500.0,-80.98,-0.26,1.91,299.8
710.0,토니모리,6500.0,380.0,+6.21%,200.0,39.39,-0.09,1.63,1902.4
711.0,동성제약,5980.0,10.0,-0.17%,1000.0,1993.33,-4.75,3.13,102.0
712.0,한국화장품,9710.0,2240.0,+29.99%,500.0,129.47,2.68,6.57,152.6
713.0,동아타이어,11310.0,30.0,-0.26%,500.0,6.99,6.41,0.41,5497.2
714.0,TIGER 국고채30년스트립액티브,43965.0,535.0,-1.20%,0.0,,,,
715.0,TIGER 차이나과창판STAR50(합성),6980.0,35.0,-0.50%,0.0,,,,
716.0,샘표,53500.0,1000.0,+1.90%,1000.0,17.07,5.35,0.56,9755.7
717.0,한국화장품제조,33900.0,3250.0,+10.60%,500.0,27.49,8.94,2.49,2028.4
718.0,휴비스,4435.0,35.0,+0.80%,5000.0,-1.66,-19.0,0.4,128.8
719.0,한신기계,4700.0,0.0,0.00%,500.0,-40.52,-5.3,1.62,469.8
720.0,TIGER 글로벌메타버스액티브,7415.0,15.0,-0.20%,0.0,,,,
721.0,대호에이엘,2510.0,145.0,+6.13%,500.0,54.57,8.19,1.78,150.3
722.0,유수홀딩스,5800.0,0.0,0.00%,2500.0,6.14,8.97,0.43,451.9
723.0,컨버즈,4100.0,0.0,0.00%,500.0,-15.41,-81.16,9.71,-19.4
724.0,인스코비,1308.0,14.0,-1.06%,500.0,-15.39,-11.23,2.37,14.2
725.0,가온전선,23700.0,700.0,+3.04%,5000.0,8.52,3.66,0.47,870.1
726.0,KODEX TRF3070,11415.0,15.0,+0.13%,0.0,,,,
727.0,SK이노베이션우,120600.0,1400.0,-1.15%,5000.0,17.84,,0.51,
728.0,KBSTAR iSelect메타버스,7350.0,15.0,+0.20%,0.0,,,,
729.0,삼양통상,50100.0,100.0,+0.20%,5000.0,6.99,3.67,0.33,2736.0
730.0,키움 INDXX 미국테크탑10 ETN,14970.0,105.0,+0.71%,0.0,,,,
731.0,광전자,2555.0,25.0,+0.99%,500.0,15.87,6.33,0.57,705.2
732.0,동일산업,61000.0,900.0,+1.50%,5000.0,8.18,5.33,0.32,3465.0
733.0,KODEX 국고채30년액티브,96190.0,840.0,-0.87%,0.0,,,,
734.0,KODEX 차이나항셍테크,6290.0,90.0,-1.41%,0.0,,,,
735.0,동부건설,6420.0,50.0,+0.78%,5000.0,25.18,7.01,0.26,583.4
736.0,사조동아원,1040.0,8.0,+0.78%,500.0,-260.0,0.47,0.64,244.5
737.0,TRUE 인버스 2X 코스닥 150 선물 ETN,7320.0,140.0,+1.95%,0.0,,,,
738.0,아시아나IDT,13150.0,320.0,-2.38%,500.0,14.06,5.45,0.92,2782.2
739.0,극동유화,4175.0,135.0,-3.13%,500.0,8.14,10.63,0.73,1041.1
740.0,노루홀딩스,10940.0,10.0,-0.09%,500.0,5.86,6.56,0.29,4726.8
741.0,신라교역,9070.0,0.0,0.00%,500.0,11.55,2.55,0.26,6878.8
742.0,한컴라이프케어,5240.0,40.0,-0.76%,200.0,15.46,7.54,1.16,5136.4
743.0,KODEX 미국S&P500선물(H),21005.0,85.0,-0.40%,0.0,,,,
744.0,성창기업지주,2060.0,5.0,+0.24%,500.0,-7.98,-2.33,0.22,688.0
745.0,조선선재,113900.0,3800.0,+3.45%,500.0,12.01,8.02,0.83,24680.3
746.0,ACE 중국본토CSI300,25550.0,310.0,-1.20%,0.0,,,,
747.0,신원,1388.0,18.0,+1.31%,500.0,8.31,8.1,0.47,401.4
748.0,삼영,4180.0,70.0,+1.70%,500.0,49.76,5.37,2.67,202.2
749.0,효성ITX,12290.0,10.0,+0.08%,500.0,11.19,17.65,2.22,1084.9
750.0,삼성물산우B,87200.0,300.0,-0.34%,100.0,7.61,,0.49,
751.0,대구백화점,13100.0,220.0,+1.71%,5000.0,-7.26,-7.66,0.49,365.1
752.0,TRUE 레버리지 나스닥 100 ETN,28265.0,50.0,+0.18%,0.0,,,,
753.0,TIGER 미국S&P500TR(H),10955.0,15.0,-0.14%,0.0,,,,
754.0,한국무브넥스,4625.0,60.0,+1.31%,1000.0,3.99,12.16,0.47,828.8
755.0,대한화섬,105400.0,3000.0,+2.93%,5000.0,4.19,4.59,0.16,7693.0
756.0,KTcs,3255.0,35.0,+1.09%,500.0,8.5,9.52,0.69,723.6
757.0,계룡건설,15520.0,0.0,0.00%,5000.0,2.45,8.36,0.18,1578.2
758.0,강남제비스코,21250.0,150.0,+0.71%,1000.0,54.49,1.04,0.23,9134.4
759.0,한국내화,3355.0,55.0,+1.67%,500.0,1677.5,0.34,0.5,1100.8
760.0,KODEX 바이오,8485.0,25.0,-0.29%,0.0,,,,
761.0,황금에스티,8050.0,20.0,-0.25%,500.0,3.82,12.83,0.41,3673.7
762.0,한국공항,43200.0,5600.0,+14.89%,5000.0,19.67,1.84,0.39,1669.8
763.0,수산중공업,2530.0,20.0,+0.80%,500.0,6.73,12.09,0.94,418.4
764.0,일동홀딩스,11830.0,120.0,-1.00%,1000.0,-2.27,-314.25,-47.21,-25.6
765.0,TRUE 레버리지 천연가스 선물 ETN B,27265.0,4015.0,-12.84%,0.0,,,,
766.0,ACE 24-12 회사채(AA-이상)액티브,106455.0,40.0,+0.04%,0.0,,,,
767.0,대양금속,3625.0,35.0,+0.97%,500.0,-17.1,,1.52,381.9
768.0,디씨엠,11890.0,90.0,+0.76%,500.0,4.12,15.03,0.4,4528.5
769.0,신한 블룸버그 2X 천연가스 선물 ETN,27070.0,3985.0,-12.83%,0.0,,,,
770.0,팜스코,3685.0,175.0,-4.53%,500.0,-4.34,-11.68,0.5,1584.1
771.0,현대약품,4225.0,20.0,-0.47%,500.0,128.03,-0.19,1.3,545.8
772.0,신흥,14210.0,210.0,+1.50%,500.0,15.91,8.13,1.24,1522.7
773.0,HDC현대EP,4190.0,70.0,+1.70%,500.0,8.64,3.79,0.38,1812.0
774.0,종근당바이오,24250.0,200.0,+0.83%,2500.0,-7.23,-10.8,0.92,972.0
775.0,KODEX 미국나스닥100선물(H),18420.0,60.0,-0.32%,0.0,,,,
776.0,대영포장,1217.0,17.0,+1.42%,500.0,9.08,7.69,0.68,243.7
777.0,유화증권,2325.0,5.0,-0.21%,1000.0,21.93,0.85,0.28,619.0
778.0,TRUE 코스피 양매도 5% OTM ETN,8750.0,15.0,+0.17%,0.0,,,,
779.0,TIGER 투자등급회사채액티브,104205.0,20.0,-0.02%,0.0,,,,
780.0,KBSTAR 2차전지액티브,14190.0,180.0,-1.25%,0.0,,,,
781.0,TIGER 미국MSCI리츠(합성 H),12150.0,50.0,-0.41%,0.0,,,,
782.0,세아특수강,15170.0,80.0,+0.53%,5000.0,8.27,5.47,0.38,699.2
783.0,NH올원리츠,3080.0,25.0,+0.82%,500.0,22.16,1.94,0.68,831.9
784.0,샘표식품,28450.0,350.0,+1.25%,500.0,13.5,5.92,0.56,9884.6
785.0,KBSTAR 코스피,26740.0,65.0,-0.24%,0.0,,,,
786.0,KTOP K200액티브,10600.0,35.0,-0.33%,0.0,,,,
787.0,TIGER 미국채10년선물,11495.0,20.0,+0.17%,0.0,,,,
788.0,미래에셋 코스피 양매도 5% OTM ETN,8420.0,0.0,0.00%,0.0,,,,
789.0,한국석유,9920.0,50.0,-0.50%,500.0,14.98,6.98,0.74,2559.7
790.0,ACE 미국배당다우존스,10705.0,30.0,+0.28%,0.0,,,,
791.0,동남합성,35750.0,1050.0,+3.03%,500.0,13.86,22.06,2.51,1688.5
792.0,인팩,12500.0,550.0,+4.60%,500.0,8.02,12.28,1.06,2185.0
793.0,HANARO 200TR,42290.0,120.0,-0.28%,0.0,,,,
794.0,KODEX 국채선물10년,62715.0,190.0,-0.30%,0.0,,,,
795.0,대신증권2우B,12400.0,20.0,-0.16%,5000.0,10.76,,0.31,
796.0,신일전자,1742.0,18.0,+1.04%,500.0,-1742.0,1.27,1.53,134.2
797.0,KODEX 헬스케어,12490.0,45.0,-0.36%,0.0,,,,
798.0,삼화전기,18680.0,210.0,+1.14%,1000.0,12.49,16.03,1.71,780.9
799.0,삼원강재,3085.0,50.0,-1.59%,500.0,9.26,5.79,0.53,1057.9
800.0,KCTC,4100.0,20.0,-0.49%,500.0,4.75,11.14,0.48,1567.0
801.0,덕성,7840.0,190.0,-2.37%,500.0,60.31,2.99,1.44,936.4
802.0,두올,3715.0,75.0,+2.06%,2500.0,9.99,3.78,0.59,127.9
803.0,KODEX 배당가치,12570.0,30.0,-0.24%,0.0,,,,
804.0,KBSTAR 코스닥150선물레버리지,13910.0,290.0,-2.04%,0.0,,,,
805.0,씨티알모빌리티,14060.0,340.0,+2.48%,500.0,67.92,1.12,1.2,2104.4
806.0,한국수출포장,3015.0,40.0,+1.34%,500.0,6.47,7.47,0.41,1325.3
807.0,TRUE 레버리지 S&P500 선물 ETN(H),24100.0,180.0,-0.74%,0.0,,,,
808.0,미창석유,68900.0,2000.0,+2.99%,5000.0,3.9,7.51,0.31,3820.6
809.0,한솔홀딩스,2845.0,5.0,+0.18%,1000.0,3.03,8.83,0.21,1247.4
810.0,경동도시가스,20200.0,100.0,+0.50%,2500.0,4.86,6.28,0.29,2558.8
811.0,TIGER 종합채권(AA-이상)액티브,49930.0,100.0,-0.20%,0.0,,,,
812.0,광명전기,2725.0,95.0,+3.61%,500.0,29.95,4.91,1.03,419.6
813.0,동원금속,2525.0,90.0,+3.70%,500.0,6.49,24.04,1.32,235.8
814.0,ARIRANG KOFR금리,101450.0,10.0,+0.01%,0.0,,,,
815.0,대유플러스,930.0,12.0,+1.31%,500.0,-2.75,-46.38,1.83,-10.5
816.0,조흥,193600.0,2400.0,+1.26%,5000.0,30.96,,0.8,5039.5
817.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),46030.0,5715.0,+14.18%,0.0,,,,
818.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),46015.0,5765.0,+14.32%,0.0,,,,
819.0,TIGER 코스피,26680.0,100.0,-0.37%,0.0,,,,
820.0,삼일제약,7590.0,90.0,-1.17%,500.0,330.0,-0.03,0.84,978.4
821.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),45585.0,5285.0,+13.11%,0.0,,,,
822.0,한양증권,8940.0,30.0,-0.33%,5000.0,5.72,5.39,0.26,594.0
823.0,CJ씨푸드,3165.0,25.0,+0.80%,500.0,21.98,10.39,1.5,321.1
824.0,인천도시가스,25650.0,50.0,+0.20%,5000.0,9.38,6.23,0.53,838.7
825.0,TIGER 미국나스닥100커버드콜(합성),10285.0,85.0,+0.83%,0.0,,,,
826.0,두산퓨얼셀1우,8360.0,10.0,+0.12%,100.0,78.87,,1.3,
827.0,동양철관,930.0,2.0,+0.22%,500.0,232.5,4.62,1.3,48.6
828.0,KTOP 단기금융채액티브,100200.0,35.0,+0.03%,0.0,,,,
829.0,KBSTAR 코스닥150,14490.0,145.0,-0.99%,0.0,,,,
830.0,KODEX 미국달러선물,12160.0,70.0,+0.58%,0.0,,,,
831.0,씨아이테크,2220.0,100.0,-4.31%,500.0,-13.29,-1.3,1.91,133.7
832.0,KODEX 인도Nifty50,10965.0,40.0,+0.37%,0.0,,,,
833.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7300.0,130.0,+1.81%,0.0,,,,
834.0,한국특강,1806.0,23.0,+1.29%,500.0,2.81,23.44,0.54,564.3
835.0,세이브존I&C,2655.0,15.0,+0.57%,1000.0,9.0,1.99,0.21,1024.7
836.0,KODEX K-로봇액티브,14000.0,180.0,+1.30%,0.0,,,,
837.0,TIGER 200선물인버스2X,2680.0,10.0,+0.37%,0.0,,,,
838.0,TIGER 일본엔선물,8820.0,5.0,+0.06%,0.0,,,,
839.0,KTis,3075.0,15.0,+0.49%,500.0,7.86,8.19,0.47,1129.8
840.0,태평양물산,2195.0,25.0,-1.13%,500.0,3.57,13.73,0.5,526.2
841.0,TIGER 미디어컨텐츠,7040.0,45.0,-0.64%,0.0,,,,
842.0,크라운제과,8480.0,160.0,+1.92%,200.0,15.28,15.34,0.56,7302.1
843.0,HANARO Fn K-POP&미디어,10485.0,10.0,-0.10%,0.0,,,,
844.0,화성산업,10330.0,70.0,-0.67%,5000.0,4.43,6.28,0.26,523.0
845.0,히어로즈 단기채권ESG액티브,103210.0,25.0,+0.02%,0.0,,,,
846.0,KBSTAR 25-11 회사채(AA-이상)액티브,52315.0,0.0,0.00%,0.0,,,,
847.0,이지스레지던스리츠,3670.0,25.0,+0.69%,1000.0,1.21,,0.45,745.9
848.0,신송홀딩스,8790.0,170.0,+1.97%,500.0,,1.58,1.01,1667.8
849.0,삼익악기,1139.0,5.0,+0.44%,500.0,-142.38,5.85,0.34,535.2
850.0,SOL 25-09 회사채(AA-이상)액티브,50050.0,5.0,-0.01%,0.0,,,,
851.0,DRB동일,5170.0,0.0,0.00%,500.0,12.37,0.42,0.26,4568.0
852.0,신한 레버리지 코스닥 150 선물 ETN,41115.0,730.0,-1.74%,0.0,,,,
853.0,엔에이치스팩19호,10020.0,20.0,+0.20%,500.0,47.26,0.62,1.0,1863.0
854.0,히어로즈 CD금리액티브(합성),100855.0,30.0,+0.03%,0.0,,,,
855.0,TIGER 중국소비테마,6880.0,30.0,+0.44%,0.0,,,,
856.0,TIGER 인도니프티50,10740.0,25.0,+0.23%,0.0,,,,
857.0,CJ우,45050.0,50.0,-0.11%,5000.0,12.32,,0.29,
858.0,현대코퍼레이션홀딩스,11140.0,200.0,-1.76%,5000.0,2.72,15.95,0.42,473.4
859.0,한진중공업홀딩스,3425.0,5.0,+0.15%,5000.0,18.32,4.44,0.26,138.8
860.0,동방,2105.0,50.0,+2.43%,1000.0,61.91,0.63,0.77,194.5
861.0,웅진,1263.0,23.0,+1.85%,500.0,12.14,11.86,1.36,61.1
862.0,에이플러스에셋,4415.0,35.0,-0.79%,500.0,1.98,41.26,0.7,1197.1
863.0,SG세계물산,493.0,1.0,+0.20%,500.0,49.3,0.73,0.4,141.6
864.0,팜젠사이언스,6290.0,10.0,-0.16%,500.0,7.28,41.94,0.47,2463.4
865.0,방림,2355.0,5.0,-0.21%,500.0,130.83,2.78,0.44,932.2
866.0,모나리자,2720.0,25.0,-0.91%,500.0,36.27,3.06,1.29,292.4
867.0,대원화성,2405.0,30.0,+1.26%,500.0,-10.55,-14.44,1.56,191.9
868.0,무림페이퍼,2375.0,5.0,-0.21%,2500.0,4.24,3.75,0.24,290.7
869.0,코스맥스비티아이,10240.0,160.0,-1.54%,500.0,-9.13,-2.14,0.32,6878.1
870.0,TIGER 차이나CSI300레버리지(합성),17855.0,440.0,-2.41%,0.0,,,,
871.0,TIGER KRX바이오K-뉴딜,6205.0,65.0,-1.04%,0.0,,,,
872.0,HS애드,5900.0,60.0,-1.01%,1000.0,6.88,10.34,0.58,949.4
873.0,KBSTAR Fn5G테크,9850.0,125.0,+1.29%,0.0,,,,
874.0,SOL 국고채10년,102220.0,220.0,-0.21%,0.0,,,,
875.0,유니드비티플러스,9110.0,120.0,+1.33%,1000.0,16.56,,0.5,1711.3
876.0,기신정기,3305.0,35.0,+1.07%,500.0,22.03,1.75,0.38,1597.2
877.0,콤텍시스템,789.0,9.0,+1.15%,500.0,3.85,16.63,0.64,185.1
878.0,고려산업,3810.0,10.0,-0.26%,1000.0,-272.14,0.65,0.9,325.4
879.0,대현,2125.0,10.0,-0.47%,500.0,3.61,10.97,0.38,806.5
880.0,인바이오젠,467.0,0.0,0.00%,500.0,-0.79,-84.75,0.58,51.5
881.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14635.0,125.0,+0.86%,0.0,,,,
882.0,일신석재,1200.0,9.0,-0.74%,500.0,34.29,4.37,1.66,43.8
883.0,일성건설,1714.0,12.0,-0.70%,500.0,14.9,6.3,0.76,251.0
884.0,유니온,5930.0,30.0,+0.51%,500.0,-68.95,-8.03,0.72,1302.6
885.0,보락,1542.0,3.0,-0.19%,200.0,32.81,6.54,1.93,304.7
886.0,금비,92100.0,400.0,+0.44%,5000.0,-6.23,-13.84,0.9,1798.8
887.0,화승코퍼레이션,1837.0,46.0,+2.57%,500.0,7.35,1.68,0.46,622.4
888.0,동일고무벨트,6610.0,50.0,+0.76%,500.0,6.3,3.74,0.42,2970.6
889.0,KODEX 차이나CSI300,11850.0,140.0,-1.17%,0.0,,,,
890.0,HANARO 200 TOP10,8760.0,35.0,-0.40%,0.0,,,,
891.0,지엠비코리아,4755.0,35.0,+0.74%,500.0,7.68,4.75,0.34,2597.4
892.0,HL D&I,2395.0,5.0,-0.21%,5000.0,26.61,5.95,0.26,73.9
893.0,동방아그로,6580.0,50.0,-0.75%,500.0,8.53,4.57,0.5,2177.3
894.0,TIGER 200 중공업,3940.0,10.0,+0.25%,0.0,,,,
895.0,국제약품,4220.0,15.0,-0.35%,1000.0,25.12,4.99,1.14,131.9
896.0,남광토건,9070.0,30.0,-0.33%,5000.0,4.06,19.85,0.8,193.9
897.0,조광페인트,6950.0,50.0,+0.72%,500.0,-8.98,-4.21,0.42,2324.0
898.0,TIGER 코스닥150,15055.0,110.0,-0.73%,0.0,,,,
899.0,텔코웨어,9150.0,110.0,+1.22%,500.0,17.73,3.5,0.48,2789.9
900.0,KODEX 미국반도체MV,13625.0,20.0,-0.15%,0.0,,,,
901.0,신영와코루,9800.0,30.0,-0.31%,500.0,3.88,6.86,0.24,7448.1
902.0,HANARO Fn조선해운,11880.0,5.0,+0.04%,0.0,,,,
903.0,한신공영,7540.0,30.0,+0.40%,5000.0,2.22,6.49,0.12,1050.8
904.0,미래에셋글로벌리츠,3000.0,0.0,0.00%,1000.0,11.45,5.29,0.58,389.5
905.0,크라운해태홀딩스,5870.0,120.0,+2.09%,500.0,838.57,2.89,0.29,4640.9
906.0,깨끗한나라,2320.0,30.0,-1.28%,1000.0,-4.76,-1.24,0.38,394.7
907.0,다스코,4420.0,50.0,+1.14%,500.0,26.79,1.16,0.59,1313.1
908.0,명문제약,2525.0,5.0,+0.20%,500.0,11.48,9.27,0.95,274.5
909.0,새론오토모티브,4450.0,10.0,+0.23%,500.0,-17.59,-2.54,0.36,2253.8
910.0,유유제약,5010.0,70.0,-1.38%,1000.0,-17.77,-4.97,0.83,446.5
911.0,삼호개발,3410.0,0.0,0.00%,500.0,20.92,2.7,0.35,1719.6
912.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,42455.0,5390.0,+14.54%,0.0,,,,
