N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
639.0,경동인베스트,79100.0,800.0,-1.00%,5000.0,2755.0,5868.0,147.0
640.0,이월드,1319.0,4.0,+0.30%,1000.0,1265.0,4317.0,146.0
641.0,화승인더,3375.0,5.0,-0.15%,500.0,19130.0,17795.0,733.0
642.0,코람코더원리츠,4605.0,20.0,-0.43%,500.0,69.0,5169.0,44.0
643.0,경보제약,7770.0,250.0,+3.32%,500.0,1963.0,2405.0,14.0
644.0,KBSTAR 비메모리반도체액티브,10920.0,95.0,+0.88%,0.0,,,
645.0,한독,13440.0,240.0,+1.82%,500.0,5438.0,8711.0,285.0
646.0,삼성출판사,18400.0,200.0,+1.10%,500.0,517.0,2115.0,-9.0
647.0,HANARO MSCI Korea TR,14705.0,55.0,-0.37%,0.0,,,
648.0,경인양행,4395.0,35.0,+0.80%,500.0,4026.0,5483.0,281.0
649.0,진양홀딩스,3255.0,10.0,-0.31%,500.0,2346.0,5971.0,52.0
650.0,금강공업,6160.0,50.0,+0.82%,1000.0,7289.0,10948.0,339.0
651.0,NI스틸,6310.0,20.0,-0.32%,500.0,3554.0,3974.0,677.0
652.0,백산,7840.0,80.0,+1.03%,500.0,4759.0,3389.0,503.0
653.0,ACE 23-12 회사채(AA-이상)액티브,104425.0,20.0,+0.02%,0.0,,,
654.0,HLB글로벌,4200.0,95.0,+2.31%,500.0,446.0,1202.0,-147.0
655.0,KODEX 골드선물(H),12435.0,100.0,-0.80%,0.0,,,
656.0,한세예스24홀딩스,4445.0,15.0,+0.34%,500.0,33221.0,20370.0,1929.0
657.0,삼영전자,8860.0,50.0,-0.56%,500.0,2278.0,5393.0,163.0
658.0,NH투자증권우,9390.0,20.0,+0.21%,5000.0,,,
659.0,신한서부티엔디리츠,3165.0,55.0,+1.77%,1000.0,149.0,5809.0,94.0
660.0,CJ제일제당 우,133100.0,500.0,-0.37%,5000.0,,,
661.0,KOSEF 단기자금,103470.0,35.0,+0.03%,0.0,,,
662.0,대성산업,3890.0,10.0,+0.26%,5000.0,18713.0,18246.0,483.0
663.0,퍼스텍,3600.0,140.0,-3.74%,500.0,1602.0,2113.0,31.0
664.0,태림포장,2470.0,0.0,0.00%,500.0,7840.0,6512.0,309.0
665.0,동아지질,12380.0,70.0,-0.56%,500.0,2663.0,3723.0,-306.0
666.0,TIGER 현대차그룹+펀더멘털,23805.0,55.0,+0.23%,0.0,,,
667.0,태경케미컬,14980.0,610.0,-3.91%,500.0,596.0,1674.0,104.0
668.0,DB금융투자,4085.0,40.0,+0.99%,5000.0,12232.0,97574.0,238.0
669.0,벽산,2525.0,25.0,-0.98%,500.0,5199.0,6018.0,188.0
670.0,삼성 인버스 2X WTI원유 선물 ETN,115.0,5.0,+4.55%,0.0,,,
671.0,KODEX 장기종합채권(AA-이상)액티브KAP,87035.0,250.0,-0.29%,0.0,,,
672.0,KODEX 2차전지핵심소재10 Fn,12910.0,310.0,+2.46%,0.0,,,
673.0,진흥기업,1179.0,3.0,-0.25%,500.0,6289.0,4517.0,507.0
674.0,ARIRANG 국고채10년액티브,49380.0,100.0,-0.20%,0.0,,,
675.0,ARIRANG 고배당주,11200.0,70.0,-0.62%,0.0,,,
676.0,제이에스코퍼레이션,12690.0,150.0,-1.17%,100.0,9751.0,5338.0,815.0
677.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,28105.0,645.0,-2.24%,0.0,,,
678.0,이지스밸류리츠,4585.0,10.0,-0.22%,1000.0,434.0,5332.0,323.0
679.0,삼화페인트,6120.0,10.0,+0.16%,500.0,6460.0,5872.0,199.0
680.0,KODEX 차이나항셍테크,6435.0,100.0,+1.58%,0.0,,,
681.0,에이블씨엔씨,6320.0,110.0,-1.71%,500.0,2479.0,1954.0,100.0
682.0,TIGER 글로벌4차산업혁신기술(합성 H),16310.0,345.0,-2.07%,0.0,,,
683.0,우신시스템,8940.0,770.0,-7.93%,500.0,2545.0,2825.0,80.0
684.0,SK이노베이션우,131000.0,3700.0,+2.91%,5000.0,,,
685.0,금호에이치티,828.0,8.0,-0.96%,500.0,2778.0,4266.0,93.0
686.0,SNT에너지,21600.0,100.0,-0.46%,500.0,2029.0,4298.0,36.0
687.0,한국무브넥스,5310.0,480.0,-8.29%,1000.0,13714.0,7994.0,370.0
688.0,ACE 테슬라밸류체인액티브,12880.0,205.0,-1.57%,0.0,,,
689.0,와이투솔루션,872.0,24.0,-2.68%,500.0,1205.0,1266.0,18.0
690.0,해태제과식품,5460.0,50.0,-0.91%,500.0,5903.0,6913.0,232.0
691.0,삼성 레버리지 천연가스 선물 ETN C,15815.0,1115.0,-6.59%,0.0,,,
692.0,한국패러랠,1975.0,8.0,+0.41%,0.0,,,
693.0,휴비스,4580.0,520.0,+12.81%,5000.0,10217.0,7938.0,-830.0
694.0,성안,2345.0,55.0,+2.40%,500.0,725.0,1239.0,-15.0
695.0,신세계푸드,40750.0,100.0,+0.25%,5000.0,14113.0,9039.0,206.0
696.0,아남전자,2045.0,35.0,+1.74%,500.0,4804.0,2708.0,206.0
697.0,무학,5510.0,60.0,+1.10%,200.0,1528.0,6057.0,156.0
698.0,TIGER Fn메타버스,8520.0,145.0,-1.67%,0.0,,,
699.0,TIGER 글로벌메타버스액티브,7570.0,125.0,-1.62%,0.0,,,
700.0,TIGER 여행레저,3560.0,15.0,-0.42%,0.0,,,
701.0,디와이파워,14140.0,250.0,-1.74%,500.0,4190.0,3275.0,270.0
702.0,노루페인트,7790.0,120.0,-1.52%,500.0,7533.0,6682.0,261.0
703.0,TIGER 차이나과창판STAR50(합성),7065.0,75.0,+1.07%,0.0,,,
704.0,한국주철관,6810.0,30.0,-0.44%,500.0,4843.0,4246.0,140.0
705.0,동아타이어,11260.0,60.0,-0.53%,500.0,2057.0,4744.0,224.0
706.0,디와이,5870.0,60.0,-1.01%,500.0,10948.0,8611.0,329.0
707.0,일동홀딩스,13350.0,2390.0,+21.81%,1000.0,6755.0,8626.0,-984.0
708.0,한신기계,4745.0,205.0,-4.14%,500.0,560.0,1157.0,-41.0
709.0,미래산업,30000.0,5600.0,-15.73%,500.0,562.0,1344.0,80.0
710.0,ACE 중국본토CSI300,25785.0,170.0,+0.66%,0.0,,,
711.0,덕성,9690.0,2230.0,+29.89%,500.0,1333.0,1252.0,52.0
712.0,TIGER 국고채30년스트립액티브,44380.0,165.0,-0.37%,0.0,,,
713.0,KODEX TRF3070,11365.0,40.0,-0.35%,0.0,,,
714.0,아모레G3우(전환),21300.0,100.0,-0.47%,500.0,,,
715.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),60415.0,4005.0,+7.10%,0.0,,,
716.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
717.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),60330.0,3870.0,+6.85%,0.0,,,
718.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),60305.0,3970.0,+7.05%,0.0,,,
719.0,KBSTAR iSelect메타버스,7310.0,125.0,-1.68%,0.0,,,
720.0,동성제약,5750.0,0.0,0.00%,1000.0,933.0,1077.0,-31.0
721.0,미원화학,68000.0,600.0,-0.87%,1000.0,2352.0,1479.0,190.0
722.0,삼양통상,49800.0,0.0,0.00%,5000.0,1788.0,4575.0,164.0
723.0,인지컨트롤스,9450.0,940.0,-9.05%,500.0,5700.0,6069.0,171.0
724.0,현대리바트,7260.0,0.0,0.00%,1000.0,14957.0,8542.0,-279.0
725.0,용평리조트,3090.0,15.0,+0.49%,5000.0,1433.0,8683.0,16.0
726.0,KODEX 국고채30년액티브,96675.0,305.0,-0.31%,0.0,,,
727.0,유니온머티리얼,3530.0,195.0,-5.23%,500.0,1261.0,2042.0,8.0
728.0,키움 INDXX 미국테크탑10 ETN,14810.0,385.0,-2.53%,0.0,,,
729.0,광전자,2535.0,55.0,-2.12%,500.0,1522.0,2479.0,58.0
730.0,유수홀딩스,5630.0,10.0,+0.18%,2500.0,5576.0,5249.0,296.0
731.0,신라교역,9160.0,40.0,+0.44%,500.0,4326.0,7164.0,145.0
732.0,KODEX 미국S&P500선물(H),21230.0,175.0,-0.82%,0.0,,,
733.0,샘표,50700.0,800.0,-1.55%,1000.0,3718.0,4659.0,103.0
734.0,태영건설,3715.0,0.0,0.00%,500.0,26051.0,43233.0,915.0
735.0,인스코비,1248.0,11.0,+0.89%,500.0,767.0,1012.0,-14.0
736.0,TIGER 미국MSCI리츠(합성 H),12340.0,30.0,-0.24%,0.0,,,
737.0,동일산업,59200.0,1100.0,+1.89%,5000.0,4981.0,4994.0,226.0
738.0,동부건설,6270.0,0.0,0.00%,5000.0,14612.0,15817.0,413.0
739.0,TRUE 레버리지 나스닥 100 ETN,28585.0,830.0,-2.82%,0.0,,,
740.0,히어로즈 CD금리액티브(합성),100755.0,15.0,+0.01%,0.0,,,
741.0,삼성물산우B,87600.0,100.0,+0.11%,100.0,,,
742.0,노루홀딩스,10670.0,600.0,-5.32%,500.0,10379.0,11720.0,300.0
743.0,황금에스티,8330.0,100.0,+1.22%,500.0,3334.0,4819.0,465.0
744.0,효성ITX,12240.0,40.0,+0.33%,500.0,5113.0,1768.0,223.0
745.0,삼영,4135.0,100.0,-2.36%,500.0,1477.0,1358.0,10.0
746.0,가온전선,22100.0,1400.0,-5.96%,5000.0,14165.0,7523.0,285.0
747.0,강남제비스코,21600.0,100.0,-0.46%,1000.0,6732.0,9578.0,44.0
748.0,극동유화,4025.0,0.0,0.00%,500.0,12425.0,3531.0,306.0
749.0,사조동아원,993.0,21.0,-2.07%,500.0,6316.0,4817.0,153.0
750.0,팜스코,3800.0,35.0,-0.91%,500.0,19015.0,12232.0,188.0
751.0,대양금속,3705.0,155.0,+4.37%,500.0,2550.0,4009.0,137.0
752.0,한컴라이프케어,5010.0,10.0,+0.20%,200.0,1001.0,2080.0,-13.0
753.0,유니켐,1613.0,31.0,+1.96%,500.0,1204.0,4349.0,33.0
754.0,성창기업지주,1985.0,50.0,-2.46%,500.0,2275.0,8203.0,-115.0
755.0,계룡건설,15500.0,70.0,+0.45%,5000.0,29497.0,25600.0,1328.0
756.0,세아특수강,16100.0,620.0,+4.01%,5000.0,10744.0,6902.0,288.0
757.0,TRUE 인버스 2X 코스닥 150 선물 ETN,6890.0,410.0,-5.62%,0.0,,,
758.0,TIGER 투자등급회사채액티브,104075.0,15.0,-0.01%,0.0,,,
759.0,조선선재,108900.0,1800.0,-1.63%,500.0,670.0,1451.0,94.0
760.0,신원,1335.0,6.0,+0.45%,500.0,9954.0,5101.0,334.0
761.0,신흥,14400.0,170.0,+1.19%,500.0,1182.0,1406.0,105.0
762.0,디씨엠,11990.0,50.0,-0.42%,500.0,2406.0,3070.0,245.0
763.0,현대약품,4260.0,125.0,+3.02%,500.0,1627.0,1812.0,80.0
764.0,NH올원리츠,3215.0,10.0,-0.31%,500.0,218.0,6957.0,124.0
765.0,한국내화,3295.0,150.0,-4.35%,500.0,3588.0,3260.0,105.0
766.0,KODEX 바이오,8250.0,335.0,+4.23%,0.0,,,
767.0,TIGER 미국S&P500TR(H),11030.0,90.0,-0.81%,0.0,,,
768.0,수산중공업,2490.0,15.0,-0.60%,500.0,2863.0,2617.0,226.0
769.0,대한화섬,100900.0,400.0,+0.40%,5000.0,1509.0,8368.0,64.0
770.0,인팩,13340.0,460.0,-3.33%,500.0,5122.0,4112.0,208.0
771.0,삼원강재,3330.0,180.0,-5.13%,500.0,3641.0,2937.0,165.0
772.0,KTcs,3120.0,130.0,-4.00%,500.0,10295.0,4161.0,243.0
773.0,동원금속,2845.0,130.0,-4.37%,500.0,5386.0,4879.0,356.0
774.0,ACE 24-12 회사채(AA-이상)액티브,106320.0,55.0,+0.05%,0.0,,,
775.0,HDC현대EP,4150.0,20.0,+0.48%,500.0,10459.0,6033.0,204.0
776.0,KBSTAR 코스닥150선물레버리지,14925.0,710.0,+4.99%,0.0,,,
777.0,유화증권,2325.0,40.0,-1.69%,1000.0,221.0,6893.0,-29.0
778.0,아시아나IDT,11860.0,150.0,-1.25%,500.0,1814.0,2056.0,102.0
779.0,KTOP K200액티브,10695.0,70.0,-0.65%,0.0,,,
780.0,KODEX 미국나스닥100선물(H),18725.0,290.0,-1.53%,0.0,,,
781.0,대호에이엘,2170.0,130.0,+6.37%,500.0,1740.0,1570.0,93.0
782.0,TRUE 코스피 양매도 5% OTM ETN,8730.0,0.0,0.00%,0.0,,,
783.0,대영포장,1208.0,17.0,-1.39%,500.0,3026.0,2474.0,119.0
784.0,KBSTAR 코스피,26820.0,185.0,-0.69%,0.0,,,
785.0,종근당바이오,23150.0,950.0,+4.28%,2500.0,1560.0,3126.0,-148.0
786.0,미래에셋 코스피 양매도 5% OTM ETN,8415.0,0.0,0.00%,0.0,,,
787.0,동남합성,36000.0,650.0,+1.84%,500.0,1934.0,921.0,135.0
788.0,HANARO 200TR,42580.0,230.0,-0.54%,0.0,,,
789.0,삼화전기,18970.0,900.0,-4.53%,1000.0,2391.0,1391.0,136.0
790.0,ACE 미국배당다우존스,10530.0,35.0,-0.33%,0.0,,,
791.0,샘표식품,27300.0,400.0,-1.44%,500.0,3712.0,3503.0,111.0
792.0,대구백화점,11520.0,70.0,+0.61%,5000.0,759.0,4703.0,-163.0
793.0,KODEX 국채선물10년,62560.0,225.0,-0.36%,0.0,,,
794.0,TRUE 레버리지 S&P500 선물 ETN(H),24650.0,450.0,-1.79%,0.0,,,
795.0,대신증권2우B,12310.0,50.0,-0.40%,5000.0,,,
796.0,KCTC,4090.0,65.0,+1.61%,500.0,9204.0,6301.0,375.0
797.0,TIGER 미국채10년선물,11245.0,40.0,-0.35%,0.0,,,
798.0,KODEX 배당가치,12585.0,70.0,-0.55%,0.0,,,
799.0,신일전자,1717.0,3.0,-0.17%,500.0,2027.0,1529.0,28.0
800.0,한국석유,9590.0,60.0,-0.62%,500.0,7479.0,3471.0,180.0
801.0,ARIRANG KOFR금리,101375.0,10.0,+0.01%,0.0,,,
802.0,한솔홀딩스,2860.0,55.0,-1.89%,1000.0,4672.0,7233.0,191.0
803.0,두올,3600.0,45.0,-1.23%,2500.0,5660.0,4622.0,133.0
804.0,씨티알모빌리티,13790.0,20.0,-0.14%,500.0,4231.0,2974.0,-7.0
805.0,TIGER 종합채권(AA-이상)액티브,49910.0,70.0,-0.14%,0.0,,,
806.0,KODEX 헬스케어,12190.0,445.0,+3.79%,0.0,,,
807.0,KBSTAR 2차전지액티브,15150.0,270.0,+1.81%,0.0,,,
808.0,조흥,196400.0,0.0,0.00%,5000.0,3240.0,4338.0,150.0
809.0,대유플러스,932.0,31.0,-3.22%,500.0,5367.0,5432.0,222.0
810.0,삼일제약,7790.0,330.0,+4.42%,500.0,1797.0,3567.0,40.0
811.0,한국공항,36800.0,200.0,-0.54%,5000.0,4005.0,4211.0,26.0
812.0,TIGER 차이나CSI300레버리지(합성),18145.0,380.0,+2.14%,0.0,,,
813.0,광명전기,2685.0,95.0,-3.42%,500.0,1382.0,1722.0,46.0
814.0,경동도시가스,19650.0,50.0,+0.26%,2500.0,23049.0,10676.0,253.0
815.0,TIGER 코스피,26840.0,35.0,-0.13%,0.0,,,
816.0,KBSTAR 코스닥150,15025.0,405.0,+2.77%,0.0,,,
817.0,미창석유,66000.0,0.0,0.00%,5000.0,4188.0,3573.0,440.0
818.0,한국수출포장,2845.0,15.0,-0.52%,500.0,3414.0,3455.0,257.0
819.0,한양증권,8940.0,50.0,-0.56%,5000.0,11171.0,15029.0,372.0
820.0,인천도시가스,25400.0,0.0,0.00%,5000.0,7285.0,4231.0,81.0
821.0,TIGER 미국나스닥100커버드콜(합성),10120.0,15.0,-0.15%,0.0,,,
822.0,CJ씨푸드,3070.0,20.0,+0.66%,500.0,1527.0,1434.0,41.0
823.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,55035.0,3605.0,+7.01%,0.0,,,
824.0,한국특강,1816.0,1.0,+0.06%,500.0,7959.0,5498.0,307.0
825.0,KODEX 미국달러선물,11925.0,5.0,+0.04%,0.0,,,
826.0,씨아이테크,2210.0,90.0,-3.91%,500.0,567.0,947.0,6.0
827.0,신한 레버리지 코스닥 150 선물 ETN,43435.0,1005.0,+2.37%,0.0,,,
828.0,토니모리,4495.0,55.0,-1.21%,200.0,1267.0,1991.0,-73.0
829.0,동양철관,908.0,9.0,+1.00%,500.0,2662.0,1825.0,77.0
830.0,세이브존I&C,2625.0,10.0,-0.38%,1000.0,1194.0,5736.0,92.0
831.0,KODEX 인도Nifty50,10740.0,80.0,-0.74%,0.0,,,
832.0,화성산업,10530.0,30.0,+0.29%,5000.0,6457.0,7461.0,145.0
833.0,TIGER 일본엔선물,8730.0,45.0,-0.51%,0.0,,,
834.0,TRUE 레버리지 천연가스 선물 ETN B,21290.0,1515.0,-6.64%,0.0,,,
835.0,DRB동일,5340.0,50.0,+0.95%,500.0,6618.0,9452.0,121.0
836.0,두산퓨얼셀1우,7950.0,280.0,-3.40%,100.0,,,
837.0,신한 블룸버그 2X 천연가스 선물 ETN,21145.0,1515.0,-6.69%,0.0,,,
838.0,서원,2220.0,512.0,+29.98%,500.0,2757.0,2662.0,2.0
839.0,한국화장품제조,23250.0,500.0,-2.11%,500.0,1039.0,827.0,43.0
840.0,KTis,3005.0,30.0,-0.99%,500.0,5358.0,3962.0,195.0
841.0,이지스레지던스리츠,3685.0,10.0,-0.27%,1000.0,664.0,3538.0,654.0
842.0,KBSTAR 25-11 회사채(AA-이상)액티브,52270.0,20.0,+0.04%,0.0,,,
843.0,히어로즈 단기채권ESG액티브,103055.0,0.0,0.00%,0.0,,,
844.0,TIGER 미디어컨텐츠,6875.0,0.0,0.00%,0.0,,,
845.0,TIGER 200선물인버스2X,2635.0,30.0,+1.15%,0.0,,,
846.0,삼익악기,1138.0,12.0,-1.04%,500.0,3257.0,5216.0,116.0
847.0,미래에셋 인버스 2X 코스닥150 선물 ETN,6865.0,415.0,-5.70%,0.0,,,
848.0,크라운제과,8200.0,10.0,-0.12%,200.0,4136.0,3302.0,176.0
849.0,엔에이치스팩19호,10000.0,0.0,0.00%,500.0,0.0,1167.0,-1.0
850.0,HANARO Fn K-POP&미디어,10050.0,195.0,-1.90%,0.0,,,
851.0,방림,2395.0,20.0,+0.84%,500.0,1558.0,2652.0,21.0
852.0,무림페이퍼,2435.0,5.0,-0.20%,2500.0,13991.0,24291.0,963.0
853.0,모나리자,2770.0,85.0,+3.17%,500.0,1209.0,978.0,29.0
854.0,현대코퍼레이션홀딩스,11110.0,40.0,-0.36%,5000.0,1643.0,2961.0,143.0
855.0,웅진,1260.0,25.0,+2.02%,500.0,10498.0,10944.0,423.0
856.0,한진중공업홀딩스,3395.0,25.0,-0.73%,5000.0,14401.0,19960.0,371.0
857.0,TIGER 인도니프티50,10575.0,5.0,+0.05%,0.0,,,
858.0,팜젠사이언스,6240.0,310.0,+5.23%,500.0,1509.0,3174.0,75.0
859.0,CJ우,43600.0,200.0,-0.46%,5000.0,,,
860.0,신송홀딩스,8290.0,130.0,-1.54%,500.0,2094.0,2424.0,86.0
861.0,HS애드,5900.0,50.0,-0.84%,1000.0,5304.0,5448.0,248.0
862.0,KBSTAR Fn5G테크,9905.0,370.0,-3.60%,0.0,,,
863.0,유니드비티플러스,9150.0,70.0,-0.76%,1000.0,292.0,2136.0,14.0
864.0,TIGER 코스닥150,15545.0,385.0,+2.54%,0.0,,,
865.0,기신정기,3315.0,10.0,+0.30%,500.0,1444.0,2651.0,64.0
866.0,SOL 국고채10년,102035.0,310.0,-0.30%,0.0,,,
867.0,동방,2010.0,5.0,+0.25%,1000.0,7585.0,5680.0,276.0
868.0,대원화성,2335.0,65.0,-2.71%,500.0,1468.0,1309.0,-74.0
869.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14695.0,440.0,-2.91%,0.0,,,
870.0,SG세계물산,475.0,2.0,+0.42%,500.0,1613.0,3038.0,72.0
871.0,KODEX 차이나CSI300,11950.0,105.0,+0.89%,0.0,,,
872.0,콤텍시스템,785.0,3.0,-0.38%,500.0,7098.0,5584.0,159.0
873.0,TIGER KRX바이오K-뉴딜,6165.0,225.0,+3.79%,0.0,,,
874.0,에이플러스에셋,4160.0,30.0,-0.72%,500.0,2707.0,3453.0,14.0
875.0,인바이오젠,467.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
876.0,TIGER 중국소비테마,6270.0,15.0,-0.24%,0.0,,,
877.0,화승코퍼레이션,1856.0,18.0,-0.96%,500.0,15854.0,11772.0,432.0
878.0,HANARO 200 TOP10,8890.0,35.0,+0.40%,0.0,,,
879.0,일성건설,1706.0,6.0,-0.35%,500.0,4626.0,4133.0,27.0
880.0,한국화장품,5710.0,50.0,-0.87%,500.0,660.0,439.0,0.0
881.0,일신석재,1183.0,19.0,-1.58%,500.0,1377.0,1162.0,39.0
882.0,TIGER 200 중공업,3980.0,70.0,-1.73%,0.0,,,
883.0,대현,2060.0,15.0,-0.72%,500.0,3193.0,2976.0,302.0
884.0,유니온,5810.0,140.0,-2.35%,500.0,2350.0,3761.0,29.0
885.0,고려산업,3635.0,125.0,-3.32%,1000.0,2784.0,2747.0,44.0
886.0,남광토건,9180.0,60.0,+0.66%,5000.0,4504.0,3459.0,111.0
887.0,동일고무벨트,6490.0,120.0,-1.82%,500.0,3904.0,3812.0,81.0
888.0,코스맥스비티아이,9390.0,70.0,-0.74%,500.0,6174.0,9361.0,34.0
889.0,동방아그로,6620.0,0.0,0.00%,500.0,1467.0,2165.0,93.0
890.0,지엠비코리아,4700.0,90.0,+1.95%,500.0,6105.0,5508.0,111.0
891.0,HL D&I,2365.0,30.0,-1.25%,5000.0,14721.0,16674.0,526.0
892.0,신영와코루,9910.0,30.0,-0.30%,500.0,2014.0,4258.0,66.0
893.0,미래에셋 레버리지 코스닥150 선물 ETN,44270.0,2460.0,+5.88%,0.0,,,
894.0,KODEX 미국반도체MV,13740.0,400.0,-2.83%,0.0,,,
895.0,미래에셋글로벌리츠,3025.0,0.0,0.00%,1000.0,136.0,3401.0,40.0
896.0,보락,1467.0,5.0,-0.34%,200.0,484.0,609.0,33.0
897.0,TIGER 소프트웨어,9050.0,20.0,-0.22%,0.0,,,
898.0,플레이그램,685.0,10.0,-1.44%,100.0,1313.0,3036.0,-69.0
899.0,한신공영,7500.0,140.0,-1.83%,5000.0,12216.0,23494.0,394.0
900.0,조광페인트,6760.0,20.0,+0.30%,500.0,2605.0,3861.0,-16.0
901.0,새론오토모티브,4500.0,20.0,+0.45%,500.0,1380.0,2562.0,-31.0
902.0,유유제약,5010.0,200.0,+4.16%,1000.0,1389.0,1952.0,-6.0
903.0,삼호개발,3450.0,10.0,+0.29%,500.0,3075.0,2824.0,45.0
904.0,국제약품,4075.0,65.0,+1.62%,1000.0,1266.0,1366.0,53.0
905.0,삼화전자,7100.0,750.0,-9.55%,1000.0,483.0,687.0,-43.0
906.0,다스코,4420.0,10.0,-0.23%,500.0,3785.0,3461.0,115.0
907.0,깨끗한나라,2300.0,70.0,+3.14%,1000.0,6065.0,6610.0,38.0
908.0,대원전선,1182.0,52.0,-4.21%,500.0,5624.0,2460.0,13.0
909.0,텔코웨어,8700.0,100.0,+1.16%,500.0,426.0,1321.0,29.0
910.0,KH 필룩스,442.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
911.0,ACE 26-06 회사채(AA-이상)액티브,10035.0,5.0,-0.05%,0.0,,,
912.0,크라운해태홀딩스,5670.0,0.0,0.00%,500.0,9791.0,11538.0,384.0
913.0,TIGER 미국다우존스30,22700.0,55.0,-0.24%,0.0,,,
914.0,엔케이,1044.0,0.0,0.00%,500.0,767.0,1857.0,9.0
915.0,한일철강,3115.0,5.0,+0.16%,500.0,2552.0,3392.0,40.0
916.0,TIGER 미국필라델피아반도체레버리지(합성),13310.0,745.0,-5.30%,0.0,,,
917.0,다이나믹디자인,4850.0,135.0,-2.71%,500.0,582.0,978.0,-72.0
918.0,상신브레이크,3860.0,60.0,-1.53%,500.0,4890.0,5436.0,141.0
919.0,진양산업,6370.0,90.0,+1.43%,500.0,837.0,827.0,53.0
920.0,ACE G2전기차&자율주행액티브,9775.0,125.0,-1.26%,0.0,,,
921.0,금비,81400.0,1100.0,+1.37%,5000.0,2350.0,3073.0,0.0
922.0,명문제약,2390.0,45.0,+1.92%,500.0,1521.0,2304.0,64.0
923.0,KODEX 미국메타버스나스닥액티브,8185.0,240.0,-2.85%,0.0,,,
924.0,KBSTAR 대형고배당10TR,16775.0,90.0,-0.53%,0.0,,,
925.0,KC그린홀딩스,3555.0,35.0,-0.97%,500.0,7112.0,7929.0,136.0
926.0,두산2우B,89300.0,2800.0,-3.04%,5000.0,,,
927.0,화승알앤에이,4190.0,55.0,-1.30%,500.0,6579.0,4226.0,155.0
928.0,휴니드,5630.0,60.0,-1.05%,5000.0,2225.0,3041.0,127.0
929.0,태평양물산,1633.0,1.0,-0.06%,500.0,10846.0,7212.0,684.0
930.0,한솔홈데코,982.0,2.0,+0.20%,1000.0,2834.0,3195.0,27.0
931.0,화천기공,35900.0,0.0,0.00%,5000.0,2441.0,4740.0,82.0
932.0,ACE KRX금현물,11610.0,55.0,-0.47%,0.0,,,
933.0,마스턴프리미어리츠,2960.0,10.0,+0.34%,1000.0,21.0,1793.0,1.0
934.0,호전실업,8060.0,180.0,+2.28%,500.0,4800.0,3161.0,406.0
935.0,ARIRANG 신흥국MSCI(합성 H),9245.0,135.0,-1.44%,0.0,,,
936.0,TIGER 200선물레버리지,13085.0,170.0,-1.28%,0.0,,,
937.0,SK우,137500.0,1200.0,+0.88%,200.0,,,
938.0,KODEX 한국대만IT프리미어,18975.0,125.0,-0.65%,0.0,,,
939.0,NH프라임리츠,4165.0,25.0,-0.60%,500.0,76.0,998.0,73.0
940.0,써니전자,2230.0,25.0,-1.11%,500.0,174.0,765.0,17.0
941.0,제일연마,7770.0,30.0,+0.39%,500.0,834.0,1041.0,51.0
942.0,삼성공조,9560.0,10.0,-0.10%,500.0,957.0,3087.0,87.0
943.0,상상인증권,716.0,13.0,-1.78%,1000.0,511.0,5981.0,-8.0
944.0,평화산업,1410.0,24.0,-1.67%,500.0,5199.0,2366.0,57.0
945.0,TIGER 미국나스닥100TR(H),12755.0,185.0,-1.43%,0.0,,,
946.0,사조오양,8170.0,40.0,+0.49%,5000.0,3691.0,3432.0,102.0
947.0,이건산업,6990.0,80.0,-1.13%,5000.0,3293.0,4428.0,193.0
948.0,대우부품,1550.0,27.0,-1.71%,500.0,1005.0,912.0,-58.0
949.0,화천기계,3470.0,90.0,-2.53%,500.0,1897.0,1614.0,13.0
950.0,세원정공,7590.0,20.0,-0.26%,500.0,1152.0,6288.0,-109.0
951.0,우진플라임,3790.0,110.0,-2.82%,500.0,2546.0,2852.0,226.0
952.0,TRUE 나스닥 100 ETN,15105.0,215.0,-1.40%,0.0,,,
953.0,하이스틸,3740.0,70.0,-1.84%,500.0,3164.0,2925.0,169.0
954.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
955.0,KODEX 은선물(H),4545.0,145.0,-3.09%,0.0,,,
956.0,까뮤이앤씨,1660.0,2.0,+0.12%,500.0,1951.0,1955.0,-159.0
957.0,동양피스톤,5670.0,70.0,-1.22%,500.0,3979.0,3743.0,74.0
958.0,DSR,4665.0,20.0,-0.43%,500.0,3675.0,3647.0,358.0
959.0,TRUE S&P500 선물 ETN,14925.0,120.0,-0.80%,0.0,,,
960.0,KODEX 미국종합채권SRI액티브(H),95750.0,765.0,-0.79%,0.0,,,
961.0,신한 레버리지 은 선물 ETN(H),7440.0,495.0,-6.24%,0.0,,,
962.0,인디에프,990.0,11.0,-1.10%,500.0,1353.0,1197.0,-130.0
963.0,서울식품,198.0,1.0,-0.50%,100.0,643.0,709.0,13.0
